ID,Group,Credit,Title,Prof,Time,Description,URL
24002,9,1,آز فیزیک ۲,علی اکبر ابوالحسنی,دوشنبه 13:30 تا 15:30,امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24002,10,1,آز فیزیک ۲,عبداله لنگری,دوشنبه 15:30 تا 17:30,امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24002,12,1,آز فیزیک ۲,عبداله لنگری,سه‌شنبه 10:30 تا 12:30,امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24002,13,1,آز فیزیک ۲,علی اکبر ابوالحسنی,سه‌شنبه 13:30 تا 15:30,امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24002,14,1,آز فیزیک ۲,علی اکبر ابوالحسنی,سه‌شنبه 15:30 تا 17:30,امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24002,15,1,آز فیزیک ۲,علی اکبر ابوالحسنی,چهارشنبه 8:30 تا 10:30,امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24002,16,1,آز فیزیک ۲,علی اکبر ابوالحسنی,چهارشنبه 10:30 تا 12:30,امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24003,1,1,آز فیزیک ۳,فاطمه محمدی,شنبه 17 تا 19,امتحان با نظر استاد درس,
24003,2,1,آز فیزیک ۳,فاطمه محمدی,سه‌شنبه 17 تا 19,امتحان با نظر استاد درس,
24003,3,1,آز فیزیک ۳,فاطمه محمدی,سه‌شنبه 15 تا 17,امتحان با نظر استاد درس,
24011,1,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/samanimi
24011,2,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,
24011,3,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/samanimi
24011,4,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/samanimi
24011,5,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/samanimi
24011,6,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,
24011,7,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/samanimi
24011,8,3,فیزیک ۱,سامان مقیمی عراقی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/samanimi
24011,9,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ejtehadi
24011,10,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ejtehadi
24011,11,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ejtehadi
24011,12,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,
24011,13,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,
24011,14,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ejtehadi
24011,15,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ejtehadi
24011,16,3,فیزیک ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/ejtehadi
24011,17,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,18,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,19,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,20,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,21,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,22,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,23,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,24,3,فیزیک ۱,نعیمه ناصری طاهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/naseri
24011,25,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24011,26,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24011,27,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24011,28,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24011,29,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24011,30,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24011,31,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24011,32,3,فیزیک ۱,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/rahimitabar
24012,1,3,فیزیک ۲,امید اخوان اشرفیه,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/oakhavan
24012,2,3,فیزیک ۲,امید اخوان اشرفیه,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/oakhavan
24012,3,3,فیزیک ۲,امید اخوان اشرفیه,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/oakhavan
24012,4,3,فیزیک ۲,امید اخوان اشرفیه,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/oakhavan
24012,5,3,فیزیک ۲,امید اخوان اشرفیه,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/oakhavan
24012,6,3,فیزیک ۲,امید اخوان اشرفیه,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/oakhavan
24013,1,3,فیزیک ۳,سید نادر سیدریحانی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/sreihani-meeting
24014,1,3,فیزیک ۴,علیرضا ذاکرمشفق,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/moshfegh
24027,1,2,آزمایشگاه فیزیک ۴,نعیمه ناصری طاهری,یک‌شنبه 15 تا 19,امتحان درس با نظر استاد درس,
24027,2,2,آزمایشگاه فیزیک ۴,نعیمه ناصری طاهری,دوشنبه 14 تا 18,امتحان با نظر استاد درس,
24027,3,2,آزمایشگاه فیزیک ۴,علی خادمی,چهارشنبه 9 تا 13,زمان امتحان با نظر استاد درس,https://vc.sharif.edu/ch/khademi
24027,4,2,آزمایشگاه فیزیک ۴,علی خادمی,چهارشنبه 14 تا 18,زمان امتحان با نظر استاد درس,https://vc.sharif.edu/ch/khademi
24070,1,4,مطالعه انفرادی دکتری,,,"مطالعه انفرادی مخصوص دانشجویان دکتری 
دانشجویان که مایل به اخذ این درس می باشند می بایستی با تایید استاد درس در مشخصه ثبت شده به نام استاد ثبت نام نمایند. در صورتی که در گروه اختصاص یافته به نام استاد، ثبت نام ننمایند روند ارسال نمره ناممکن خواهد بود",
24070,2,4,مطالعه انفرادی دکتری,محمدرضا رحیمی تبار,,,vc.sharif.edu/rahimitabar
24070,3,4,مطالعه انفرادی دکتری,علی اسفندیار,,,vc.sharif.edu/esfandiar
24070,4,4,مطالعه انفرادی دکتری,علی اکبر ابوالحسنی,,,vc.sharif.edu/ali.abolhasani
24070,5,4,مطالعه انفرادی دکتری,شانت باغرام,,,vc.sharif.edu/baghram
24070,6,4,مطالعه انفرادی دکتری,سهراب راهوارنعمت آباد,,,
24070,7,4,مطالعه انفرادی دکتری,علیرضا ذاکرمشفق,,,
24070,8,4,مطالعه انفرادی دکتری,شاهین روحانی,,,
24113,1,3,مکانیک تحلیلی ۱,محمود بهمن آبادی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu:/bahmanabadi
24113,2,3,مکانیک تحلیلی ۱,محمود بهمن آبادی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu:/bahmanabadi
24144,1,3,نسبیت خاص,شانت باغرام,شنبه و دوشنبه 15 تا 16:30,اولویت با دانشجویان فیزیک می باشد,vc.sharif.edu/baghram
24156,1,4,ترمودینامیک و مکانیک آماری ۳,شاهین روحانی,یک‌شنبه و سه‌شنبه 10:30 تا 12:30,,vc.sharif.edu/srouhani
24167,1,3,ترمودینامیک و مکانیک آماری ۱,محمدرضا اجتهادی,یک‌شنبه و سه‌شنبه 11 تا 12:30,,vc.sharif.edu/ejtehadi
24168,1,3,ترمودینامیک و مکانیک آماری ۲,امید اخوان اشرفیه,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/oakhavan
24178,1,3,ریاضی فیزیک ۱,سید اکبر جعفری,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/jafari
24205,1,2,آز اپتیک ,سیدمحمد مهدوی,چهارشنبه 9 تا 13,امتحان با نظر استاد درس,
24205,2,2,آز اپتیک ,سیدمحمد مهدوی,چهارشنبه 13:30 تا 17:30,امتحان با نظر استاد درس,
24206,1,2,آزمایشگاه لیزر ,رسول صدیقی بنابی,چهارشنبه 8:30 تا 12:30,امتحان با نظر استاد درس,
24206,2,2,آزمایشگاه لیزر ,رسول صدیقی بنابی,دوشنبه 8:30 تا 12:30,امتحان با نظر استاد درس,
24213,1,3,الکترومغناطیس ۱,شانت باغرام,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/baghram
24213,2,3,الکترومغناطیس ۱,شانت باغرام,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/baghram
24214,1,3,الکترومغناطیس ۲,رضا رضائی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/reza.rezaei
24216,1,4,الکترو مغناطیس ۳,امین فرجی آستانه,یک‌شنبه و سه‌شنبه 8:30 تا 10:30,,vc.sharif.edu/faraji
24253,1,3,الکترونیک ۲,یاس حسینی طهرانی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/yhtehrani
24283,1,3,فیزیک لیزر,علیرضا بهرامپور,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/bahrampour
24292,1,4,لیزر پیشرفته ۲,رسول صدیقی بنابی,یک‌شنبه و سه‌شنبه 16:30 تا 18:30,,vc.sharif.edu/sadighi
24303,1,4,کوانتوم اپتیک ۱,علیرضا بهرامپور,شنبه و دوشنبه 8:30 تا 10:30,,vc.sharif.edu/bahrampour
24313,1,3,مکانیک کوانتیک ۱ ,لاله معمارزاده اصفهانی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/memarzadeh
24313,2,3,مکانیک کوانتیک ۱ ,لاله معمارزاده اصفهانی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/memarzadeh
24314,1,3,مکانیک کوانتیک ۲ ,سامان مقیمی عراقی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/samanimi
24318,1,4,نظریه اطلاعات کوانتومی,وحید کریمی پور,یک‌شنبه و سه‌شنبه 16:30 تا 18:30,,vc.sharif.edu/vahid.karimipour
24319,1,4,مکانیک کوانتمی ۳,ندا صدوقی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/sadooghi
24319,2,4,مکانیک کوانتمی ۳,ندا صدوقی,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/sadooghi
24341,1,4,نظریه میدان کوانتومی و ذرات ۱,ندا صدوقی,شنبه و دوشنبه 13:30 تا 15:30,,vc.sharif.edu/sadooghi
24403,1,2,آز فیزیک عالی ۱,اعظم ایرجی زاد,چهارشنبه 8:30 تا 12:30,امتحان با نظر استاد درس,
24475,1,3,مکانیک سیالات ,محمدرضا رحیمی تبار,یک‌شنبه و سه‌شنبه 10:30 تا 12,اولویت با دانشجویان فیزیک می باشد,vc.sharif.edu/rahimitabar
24541,1,3,ذرات بنیادی مقدماتی,امین فرجی آستانه,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/faraji
24557,1,3,مقدمه‌ای بر نظریه ریسمان,حسام الدین ارفعی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/arfaei
24571,1,4,فیزیک بس ذره‌ای,سید میرابوالحسن واعظی، مهدی کارگریان,شنبه و دوشنبه 8:30 تا 10:30,http://sharif.edu/~kargarian/index.html,vc.sharif.edu/vaezi
24601,1,2,آزمایشگاه فیزیک حالت جامد,علی اسفندیار,شنبه 13:30 تا 17:30,امتحان با نظر استاد درس,
24609,1,3,تکنیک خلاء,علیرضا ذاکرمشفق,شنبه و دوشنبه 9 تا 10:30,اولویت با دانشجویان فیزیک می باشد,vc.sharif.edu/moshfegh
24617,1,3,فیزیک حالت جامد ۱,اعظم ایرجی زاد,یک‌شنبه و سه‌شنبه 15 تا 16:30,اولویت با دانشجویان فیزیک می باشد,https://vc.sharif.edu/ch/iraji
24620,1,3,فیزیک لایه‌های نازک,نیما تقوی نیا,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/taghavinia
24635,1,4,مقولات ویژه در ماده چگال نرم,سید نادر سیدریحانی,یک‌شنبه و سه‌شنبه 16:30 تا 18:30,,vc.sharif.edu/sreihani-meeting
24666,1,4,ماده چگال ۱,عبداله لنگری,شنبه و دوشنبه 10:30 تا 12:30,,vc.sharif.edu/langari
24670,1,4,مقولات ویژه در ماده چگال,سید میرابوالحسن واعظی، مهدی کارگریان,شنبه و دوشنبه 15:30 تا 17:30,http://sharif.edu/~kargarian/index.html,vc.sharif.edu/vaezi
24912,1,3,اختر فیزیک ۲,فاطمه سادات طباطبائی اصل,یک‌شنبه و سه‌شنبه 9 تا 10:30,,
24914,1,3,نجوم مقدماتی,سهراب راهوارنعمت آباد,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/rahvar
24929,1,4,کیهان‌شناسی ۱,علی اکبر ابوالحسنی,یک‌شنبه و سه‌شنبه 15 تا 17,,vc.sharif.edu/ali.abolhasani
24938,1,3,نجوم رصدی,رضا رضائی,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/reza.rezaei
25002,1,1,آز الکترونیک ۱ ,محمد فخار زاده جهرمی,چهارشنبه 9 تا 12,,
25002,2,1,آز الکترونیک ۱ ,رضا سروری,دوشنبه 13:30 تا 16:30,,
25031,1,3,الکترونیک ۱,محمد فخار زاده جهرمی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/fakharzadeh
25031,2,3,الکترونیک ۱,علی فتوت احمدی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/afotowat
25031,3,3,الکترونیک ۱,رضا سروری,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/sarvari
25032,1,3,الکترونیک ۲,زهرا کاوه وش,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/kavehvash
25035,1,1,آز آنتن,علی بنائی,چهارشنبه 13:30 تا 16:30,,
25036,1,1,آز شبیه سازی در الکترومغناطیس,محمد معماریان,چهارشنبه 9 تا 12,,
25043,1,1,آز پردازش سیگنال و تصاویر پزشکی,سپیده حاجی پور ساردوئی,چهارشنبه 9 تا 12,اولویت با دانشجویان م.پزشکی,
25047,1,1,آزمایشگاه مکاترونیک,امین رضائی زاده,دوشنبه 13 تا 16,"برنامه نویسی و کنترل ربات چرخدار روی پلتفرم اینترنت اشیا ESP32""",
25048,1,1,آز پردازش سیگنالهای دیجیتال,راحله شمس,چهارشنبه 9 تا 12,,
25048,2,1,آز پردازش سیگنالهای دیجیتال,راحله شمس,چهارشنبه 13 تا 16,,
25088,1,3,بهینه‌سازی محدب ۲,حامد شاه منصوری,یک‌شنبه و سه‌شنبه 12 تا 13:30,,vc.sharif.edu/ee-introduction
25089,1,3,روش‌های عددی بهینه‌سازی,مسعود بابائی زاده مالمیری,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/mbzadeh
25091,1,3,مبانی مهندسی برق ۱ ,علی بهروز,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/ali.behrooz
25091,2,3,مبانی مهندسی برق ۱ ,سحر شهباز,یک‌شنبه و سه‌شنبه 16:30 تا 18,,
25091,3,3,مبانی مهندسی برق ۱ ,لیلا حبیب پور,شنبه و دوشنبه 7:30 تا 9,,
25091,4,3,مبانی مهندسی برق ۱ ,محمدهادی سرگزی,شنبه و دوشنبه 15 تا 16:30,,cw.sharif.edu
25091,5,3,مبانی مهندسی برق ۱ ,ابوالفضل سعادتی مقدم,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/abolfazl.saadati74
25091,6,3,مبانی مهندسی برق ۱ ,محمدباقر ایرجی,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/mbiraji
25091,7,3,مبانی مهندسی برق ۱ ,آرمان وثیق زاده,یک‌شنبه و سه‌شنبه 16:30 تا 18,فقط دانشجویان صنایع,https://vc.sharif.edu/ch/arman.vasigh.ansari
25093,1,3,مبانی مهندسی برق ۲ ,- بصیری,یک‌شنبه و سه‌شنبه 15 تا 16:30,,cw.sharif.edu
25100,1,3,مباحث ویژه در سیستم‌های مخابراتی,محمد حسین یاسایی میبدی,شنبه و دوشنبه 13:30 تا 15,نظریه اطلاعات، آمار و یادگیری,vc.sharif.edu/yassaee
25110,1,3,مسائل مخصوص در مخابرات ,سیاوش احمدی,شنبه و دوشنبه 15 تا 16:30,امنیت در اینترنت اشیاء,vc.sharif.edu/s.ahmadi
25118,1,3,تئوری صف,فرید آشتیانی مفردطهرانی,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/ashtianimt
25120,1,3,مسائل ویژه در مخابرات,آرش امینی,یک‌شنبه و سه‌شنبه 15 تا 16:30,پردازش سیگنال گرافی,vc.sharif.edu/aamini
25126,1,3,ریاضیات رمزنگاری ,جواد مهاجری,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/mohajer
25128,1,3,تئوری اطلاعات و کدینگ ,محمدرضا عارف,دوشنبه و چهارشنبه 10:30 تا 12,,vc.sharif.edu/aref
25135,1,3,لیزر و کریستال‌های فوتونی,محمود اکبری,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/makbari
25140,1,3,مباحثی در کمونیکاسیون,داود پوره، سید محمد کرباسی,یک‌شنبه و سه‌شنبه 18 تا 19:30,رادار تصویربرداری,vc.sharif.edu/ee-introduction
25144,1,3,آنتن‌ها,محمود اکبری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/makbari
25149,1,3,آنتن‌های پیشرفته ,مهدی احمدی بروجنی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/ahmadi
25151,1,3,تئوری ‌الکترومغناطیس ‌پیشرفته,امیراحمد شیشه گر,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/shishegar
25156,1,3,پردازش علائم دیجیتال ۲,آرش امینی، فرخ علیم مروستی,یک‌شنبه و سه‌شنبه 12 تا 13:30,,vc.sharif.edu/marvasti
25159,1,3,پردازش صحبت,شاهرخ قائم مقامی,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/ghaemmag
25161,1,3,فیلترهای وفقی,مسعود بابائی زاده مالمیری,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/mbzadeh
25165,1,3,رمزنگاری ,محمدرضا عارف,دوشنبه و چهارشنبه 7:30 تا 9,,vc.sharif.edu/aref
25166,1,3,تئوری آشکارسازی,سید محمد کرباسی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/ee-introduction
25167,1,3,شبکه‌های مخابرات داده‌ها ,محمدرضا پاک روان,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/pakravan
25169,1,3,مخابرات نوری آماری ,محمد هادی,یک‌شنبه و سه‌شنبه 12 تا 13:30,,vc.sharif.edu/mohammad.hadi
25181,1,3,فرآیندهای تصادفی ,محمدحسن باستانی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/bastanih
25193,1,3,مخابرات ماهواره‌ای,فروهر فرزانه,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/farzaneh
25194,1,3,ریاضیات مهندسی پیشرفته ,محمدصالح تواضعی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/tavazoei
25194,2,3,ریاضیات مهندسی پیشرفته ,خشایار مهرانی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/mehrany
25197,1,3,اصول سیستم‌های رادار,محمدحسن باستانی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/bastanih
25203,1,1,آز الکترونیک ۲ ,یاس حسینی طهرانی,شنبه 13:30 تا 16:30,,
25203,2,1,آز الکترونیک ۲ ,یاس حسینی طهرانی,چهارشنبه 9 تا 12,,
25205,1,1,آز الکترونیک صنعتی ,فرزاد تهامی,یک‌شنبه 13:30 تا 16:30,,
25205,2,1,آز الکترونیک صنعتی ,فرزاد تهامی,چهارشنبه 13:30 تا 16:30,,
25220,1,3,مسائل مخصوص در الکترونیک,فاطمه اکبر,شنبه و دوشنبه 10:30 تا 12,RFICII,vc.sharif.edu/noyan.akbar
25231,1,3,تئوری ‌و تکنولوژی‌ ساخت قطعات ‌الکترونیکی,بیژن رشیدیان,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/rashidia
25234,1,3,فیزیک حالت جامد پیشرفته,رضا سروری,شنبه و دوشنبه 16:30 تا 18,,vc.sharif.edu/sarvari
25239,1,3,الکترونیک نوری ,زهرا کاوه وش,شنبه و دوشنبه 12 تا 13:30,,vc.sharif.edu/kavehvash
25253,1,3,طراحی مدارهای CMOS 1,سیدمجتبی عطاردی,یک‌شنبه و سه‌شنبه 12 تا 13:30,,vc.sharif.edu/atarodi
25262,1,3,الکترونیک دیجیتال,محمد شریف خانی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/msharifk
25268,1,3,مکانیک کوانتومی کاربردی,بهزاد رجائی سلماسی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/rejaei
25275,1,1,آز طراحی مدارهای مجتمع,علی مدی,پنج‌شنبه 9 تا 12,,
25292,1,3,طراحی مدارهای الکترونیک برای شرایط سخت,حمید موحدیان عطار,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/movahedian
25309,1,3,قابلیت اطمینان در سیستم‌های مهندسی,محمود فتوحی فیروزآباد,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/fotuhi
25328,1,3,تئوری ماشین‌های الکتریکی,زهرا نصیری قیداری,شنبه و دوشنبه 9 تا 10:30,vc.sharif.edu/znasiri,
25337,1,3,تجدید ساختار سیستم‌های قدرت,مهدی احسان,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/ehsan
25338,1,3,دینامیک سیستم‌های قدرت ۱,مصطفی پرنیانی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/parniani
25340,1,3,مسائل مخصوص در قدرت,احسان حاجی پور,شنبه و دوشنبه 13:30 تا 15,حفاظت دیجیتال سیستم های قدرت,vc.sharif.edu/hajipour
25347,1,3,حالت گذرای سیستم‌های قدرت ,مهدی وکیلیان,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/vakilian
25351,1,3,کیفیت توان,حسین مختاری,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/mokhtari
25358,1,3,منابع تغذیه ولتاژ بالا,شهریار کابلی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/kaboli
25363,1,3,الکترونیک قدرت ۱,محمدرضا ذوالقدری,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/zolghadr
25365,1,3,کنترل ماشین‌های الکتریکی AC,فرزاد تهامی,شنبه و دوشنبه 15 تا 16:30,,vc.sharif.edu/tahami
25368,1,3,مباحث ویژه قدرت,سیدهاشم اورعی میرزمانی,یک‌شنبه و سه‌شنبه 15 تا 16:30,تحلیل هارمونیک شبکه قدرت,vc.sharif.edu/oraee
25403,1,1,آز کنترل ,امین رضائی زاده,سه‌شنبه 13:30 تا 16:30,,
25403,2,1,آز کنترل ,امین نوبختی,شنبه 13:30 تا 16:30,,
25403,3,1,آز کنترل ,امین نوبختی,دوشنبه 13 تا 16,,
25411,1,3,سیستم‌های کنترل خطی,امین رضائی زاده,یک‌شنبه و سه‌شنبه 10:30 تا 12,حل تمرین: یکشنبه 13:30-12,vc.sharif.edu/aminre
25411,2,3,سیستم‌های کنترل خطی,مهرزاد پورمحمد نامور,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/namvar
25411,3,3,سیستم‌های کنترل خطی,محمدصالح تواضعی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/tavazoei
25444,1,3,شناسایی سیستم‌ها,محمد حائری,یک‌شنبه و سه‌شنبه 16:30 تا 18,,vc.sharif.edu/haeri
25477,1,3,کنترل چند متغیره ,امین نوبختی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/nobakhti
25535,1,3,ساختار پیشرفته کامپیوتر,محمد رضا موحدین,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/mr.movahedin
25537,1,3,برنامه‌نویسی و ساختارهای موازی,متین هاشمی,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/matin
25549,1,3,سیستم‌های فازی,سعید باقری شورکی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/bagheri-s
25559,1,3,رویکرد هندسی به سیستم‌های دینامیکی,مهرزاد پورمحمد نامور,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/namvar
25577,1,3,تحلیل داده های حجیم,ایمان غلام پور,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/imangh
25615,1,3,مباحثی منتخب در مهندسی برق,محمد شریف خانی، محمدرضا فرحی,یک‌شنبه 16:30 تا 19:30,"3 واحدی اخذ شود.
مبانی کارآفرینی استارت آپی",vc.sharif.edu/msharifk
25623,1,3,بیواینسترومنت,مهران جاهد,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/jahed
25630,1,3,مسایل ویژه در مهندسی پزشکی,سپیده حاجی پور ساردوئی,یک‌شنبه و سه‌شنبه 12 تا 13:30,پردازش سیگنالهای الکتروانسفالوگرام,vc.sharif.edu/meetings
25635,1,3,مدل‌سازی عصبی ,بیژن وثوقی وحدت,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/vahdat
