ID,Group,Credit,Title,Prof,Time,Description,URL
22471,1,4,آنالیز تابعی,علیرضا رنجبرمطلق,شنبه و دوشنبه 15 تا 17,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/ranjbarm
22542,1,4,هندسه دیفرانسیل مقدماتی,علیرضا بحرینی,شنبه و دوشنبه 15 تا 17,,vc.sharif.edu/bahraini
22563,1,4,مباحثی در توپولوژی جبری,آرش رستگار,یک‌شنبه و سه‌شنبه 8 تا 10,موضوع: نظریه گره ها. اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/rastegar
22582,1,4,هندسه منیفلد,امیر جعفری,شنبه و دوشنبه 13 تا 15,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/ajafari
22594,1,4,هندسه ریمانی,حمیدرضا فنائی,یک‌شنبه و سه‌شنبه 10:30 تا 12:30,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,
22627,1,4,نظریه پیشرفته آمار,كسری علیشاهی,شنبه و دوشنبه 10:30 تا 12:30,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/alishahi
22635,1,4,فرآیندهای تصادفی,كسری علیشاهی,شنبه و دوشنبه 8 تا 10,,vc.sharif.edu/alishahi
22654,1,4,محاسبات ماتریسی,نظام الدین مهدوی امیری,یک‌شنبه و سه‌شنبه 13 تا 15,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/nezamm
22655,1,4,آنالیز عددی ۱,نظام الدین مهدوی امیری,یک‌شنبه و سه‌شنبه 10:30 تا 12:30,,vc.sharif.edu/nezamm
22781,1,1,مباحثی در انتقال اطلاعات,جواد ابراهیمی بروجنی,چهارشنبه 12:30 تا 14,این درس 1 واحدی است ولی در قالب درس سمینار ارائه نمی شود و یک درس نظریست.,
22811,1,4,مبانی‌ کامپیوتر و برنامه‌نویسی,مجتبی تفاق,یک‌شنبه و سه‌شنبه 8 تا 10,ویژه ورودی1401,vc.sharif.edu/mtefagh
22813,1,4,مقدمه‌ای بر رمز‌نگاری,شهرام خزائی,یک‌شنبه و سه‌شنبه 13 تا 15,4واحدی اخذ شود.,vc.sharif.edu/shahram.khazaei
22822,1,4,ساختمان داده‌ها,علیرضا زارعی,یک‌شنبه و سه‌شنبه 13 تا 15,,vc.sharif.edu/zarei
22825,1,3,ریاضیات گسسته,آرمان آشتاب,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/armanpmsht
22828,1,4,نظریه یادگیری ماشین,رضا رضازادگان,یک‌شنبه و چهارشنبه 8 تا 10,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/rezrez
22840,1,4,مباحث پیشرفته در الگوریتم‌ها,علیرضا زارعی,یک‌شنبه و سه‌شنبه 10:30 تا 12:30,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/zarei
22873,1,3,نظریه زبان‌ها و اتوماتا,امیر دانشگر,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/daneshgar
22882,1,4,تحقیق در عملیات ۱,الهام منیفی,یک‌شنبه و سه‌شنبه 8 تا 10,,vc.sharif.edu/elham.monifi
22887,1,4,اصول سیستمهای کامپیوتری,لاله ارشدی,شنبه و دوشنبه 15 تا 17,,vc.sharif.edu/la-arshadi
22902,1,4,منطق برای علوم کامپیوتر,محمد اردشیربهرستاقی,یک‌شنبه و سه‌شنبه 15 تا 17,اخذ درس برای دانشجویان کارشناسی با اجازه استاد درس، با ثبت درخواست در سامانه آموزش.,vc.sharif.edu/mardeshir
23001,1,1,آز شیمی عمومی ۱,مجتبی باقرزاده,شنبه 13 تا 16,مخصوص ورودی 1401,
23001,2,1,آز شیمی عمومی ۱,مجتبی باقرزاده,یک‌شنبه 13 تا 16,مخصوص ورودی 1401,
23001,3,1,آز شیمی عمومی ۱,محسن عادلی,دوشنبه 13 تا 16,مخصوص ورودی 1401,
23001,4,1,آز شیمی عمومی ۱,بهرام قنبری,سه‌شنبه 13 تا 16,مخصوص ورودی 1401,
23001,5,1,آز شیمی عمومی ۱,داود طاهری نیاء,چهارشنبه 13 تا 16,مخصوص ورودی 1401,
23001,6,1,آز شیمی عمومی ۱,سیروس جمالی,شنبه 13 تا 16,,
23001,7,1,آز شیمی عمومی ۱,بهرام قنبری,یک‌شنبه 13 تا 16,,
23001,8,1,آز شیمی عمومی ۱,سیروس جمالی,دوشنبه 13 تا 16,,
23001,9,1,آز شیمی عمومی ۱,رضا کیا,سه‌شنبه 13 تا 16,,
23001,10,1,آز شیمی عمومی ۱,رضا کیا,چهارشنبه 13 تا 16,,
23011,1,3,شیمی عمومی ۱,داود طاهری نیاء,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/taherinia
23011,2,3,شیمی عمومی ۱,داود طاهری نیاء,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/taherinia
23011,3,3,شیمی عمومی ۱,داود طاهری نیاء,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/taherinia
23011,4,3,شیمی عمومی ۱,داود طاهری نیاء,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/taherinia
23011,5,3,شیمی عمومی ۱,داود طاهری نیاء,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/taherinia
23011,6,3,شیمی عمومی ۱,سیروس جمالی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,
23011,7,3,شیمی عمومی ۱,سیروس جمالی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,
23011,8,3,شیمی عمومی ۱,سیروس جمالی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,
23011,9,3,شیمی عمومی ۱,سیروس جمالی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,
23011,11,3,شیمی عمومی ۱,مجتبی باقرزاده,یک‌شنبه و سه‌شنبه 10:30 تا 12,,
23011,12,3,شیمی عمومی ۱,مجتبی باقرزاده,یک‌شنبه و سه‌شنبه 10:30 تا 12,,
23011,13,3,شیمی عمومی ۱,مجتبی باقرزاده,یک‌شنبه و سه‌شنبه 10:30 تا 12,,
23012,1,3,شیمی عمومی ۲,بهرام قنبری,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/ghanbari
23015,1,2,ایمنی در آزمایشگاه,رضا کیا,سه‌شنبه 10:30 تا 12:30,مخصوص ورودی 1401,vc.sharif.edu/rkia
23103,1,1,آز شیمی معدنی ۱,بهرام قنبری,شنبه 13:30 تا 16:30,,
23103,2,1,آز شیمی معدنی ۱,رضا کیا,یک‌شنبه 13:30 تا 16:30,,
23104,1,1,آز شیمی معدنی ۲,مجتبی باقرزاده,سه‌شنبه 13:30 تا 16:30,,
23135,1,3,شیمی معدنی ۱,مجتبی باقرزاده,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/bagherzadeh
23137,1,3,شیمی معدنی ۲,بهرام قنبری,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/ghanbari
23138,1,3,شیمی معدنی ۳,سیروس جمالی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/sjamali
23155,1,3,شیمی معدنی پیشرفته,مجتبی باقرزاده,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/bagherzadeh
23158,1,3,طیف‌سنجی ترکیبات معدنی,سیروس جمالی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/sjamali
23201,1,1,آز شیمی تجزیه ۱,محمدرضا هرمزی نژاد,چهارشنبه 13 تا 16,,
23207,1,1,آز شیمی تجزیه- م.شیمی,هادی پرستار شهری,یک‌شنبه 13 تا 16,اولویت ثبت نام با فارغ التحصیلان,
23207,2,1,آز شیمی تجزیه- م.شیمی,هادی پرستار شهری,دوشنبه 13 تا 16,اولویت ثبت نام با فارغ التحصیلان,
23208,1,2,آز شیمی تجزیه ۲- شیمی,سعید شاهرخیان دهکردی,دوشنبه 13 تا 19,,
23208,2,2,آز شیمی تجزیه ۲- شیمی,سعید شاهرخیان دهکردی,سه‌شنبه 13 تا 19,,
23212,1,2,آزمایشگاه شیمی تجزیه ۳,حبیب باقری,شنبه 12:30 تا 12:30، شنبه 13:30 تا 18:30,شنبه 12:30 تا 13:30 کلاس درس / شنبه 13:30 تا 18:30 آزمایشگاه,
23212,2,2,آزمایشگاه شیمی تجزیه ۳,حبیب باقری,شنبه 12:30 تا 13:30، یک‌شنبه 13:30 تا 18:30,شنبه 12:30 تا 13:30 کلاس درس / یکشنبه 13:30 تا 18:30 آزمایشگاه,
23223,1,3,شیمی تجزیه ۱,محمدرضا هرمزی نژاد,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/hormozi
23227,1,3,شیمی تجزیه- م.شیمی,محمدرضا هرمزی نژاد,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/hormozi
23232,1,3,شیمی تجزیه ۲,سعید شاهرخیان دهکردی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/shahrokhian
23234,1,3,شیمی تجزیه ۳,هادی پرستار شهری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/h.parastar
23235,1,3,روش‌های جداسازی,حبیب باقری,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/bagheri
23237,1,3,اصول تصفیه آب و پسابهای صنعتی,هادی پرستار شهری,شنبه 13:30 تا 16:30، سه‌شنبه 13 تا 15,شنبه 13:30 تا 16:30 آزمایشگاه / سه شنبه 13 تا 15 کلاس درس,vc.sharif.edu/h.parastar
23238,1,2,روشهای جداسازی در شیمی تجزیه,حبیب باقری,دوشنبه 10:30 تا 12:30,,vc.sharif.edu/bagheri
23253,1,3,اسپکتروسکپی تجزیه‌ای ۱,محمدرضا هرمزی نژاد,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/hormozi
23301,1,1,آز شیمی آلی -م.شیمی,علی پورجوادی,یک‌شنبه 13 تا 16,اولویت ثبت نام با فارغ التحصیلان,
23301,2,1,آز شیمی آلی -م.شیمی,فیروز مطلوبی مقدم,سه‌شنبه 13 تا 16,اولویت ثبت نام با فارغ التحصیلان,
23307,1,1,آزمایشگاه شیمی آلی ۱,فیروز مطلوبی مقدم,چهارشنبه 9 تا 12,,
23307,2,1,آزمایشگاه شیمی آلی ۱,علی رضا فتاحی,چهارشنبه 13 تا 16,,
23308,1,1,آز شیمی آلی ۲,فیروز مطلوبی مقدم,شنبه 13 تا 16,,
23309,1,2,آز شناسائی ترکیبات آلی,محسن عادلی,شنبه 13 تا 19,,
23321,1,3,شیمی آلی ۱ مهندسی شیمی,علی پورجوادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/purjavad
23321,2,3,شیمی آلی ۱ مهندسی شیمی,علی پورجوادی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/purjavad
23325,1,3,شیمی آلی فلزی,رضا کیا,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/rkia
23326,1,3,شیمی آلی ۱,علی رضا فتاحی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/fattahi
23327,1,3,شیمی آلی ۲,حمیدرضا کلهر,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/kalhor
23333,1,3,شیمی آلی ۳,محسن عادلی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/mohadeli
23337,1,3,مبانی بیوشیمی,حمیدرضا کلهر,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/kalhor
23344,1,3,شناسائی ترکیبات آلی,محسن عادلی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/mohadeli
23349,1,3,سنتز مواد آلی,عظیم ضیائی حلیمه جانی,یک‌شنبه و سه‌شنبه 13:30 تا 15,,vc.sharif.edu/azimkzn
23355,1,3,شیمی آلی پیشرفته,عظیم ضیائی حلیمه جانی,یک‌شنبه و سه‌شنبه 7:30 تا 9,,vc.sharif.edu/azimkzn
23401,1,1,آز شیمی فیزیک ۱,داود طاهری نیاء,یک‌شنبه 13 تا 16,,
23401,2,1,آز شیمی فیزیک ۱,داود طاهری نیاء,دوشنبه 13 تا 16,,
23402,1,1,آز شیمی فیزیک ۲,داود طاهری نیاء,شنبه 13 تا 16,,
23402,2,1,آز شیمی فیزیک ۲,شهربانو رحمان ستایش,چهارشنبه 9 تا 12,,
23407,1,1,آز شیمی فیزیک -م.شیمی,داود طاهری نیاء,سه‌شنبه 13 تا 16,اولویت ثبت نام با فارغ التحصیلان,
23407,2,1,آز شیمی فیزیک -م.شیمی,شهربانو رحمان ستایش,چهارشنبه 13 تا 16,اولویت ثبت نام با فارغ التحصیلان,
23421,1,3,شیمی فیزیک ۱,افشین شفیعی,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/shafiee
23432,1,3,شیمی فیزیک ۲,شهربانو رحمان ستایش,شنبه و دوشنبه 7:30 تا 9,,vc.sharif.edu/setayesh
23433,1,3,شیمی فیزیک ۳,زهرا جمشیدی,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/njamshidi
23435,1,3,شیمی فیزیک مهندسی شیمی,شهربانو رحمان ستایش,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/setayesh
23435,2,3,شیمی فیزیک مهندسی شیمی,شهربانو رحمان ستایش,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/setayesh
23439,1,3,شیمی محاسباتی,زهرا جمشیدی,یک‌شنبه و سه‌شنبه 10:30 تا 12,,vc.sharif.edu/njamshidi
23455,1,3,شیمی فیزیک پیشرفته,شهربانو رحمان ستایش,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/setayesh
23553,1,3,مباحث نوین در شیمی معدنی,رضا کیا,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/rkia
23558,1,3,ریاضی در شیمی,داود طاهری نیاء,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/taherinia
23629,1,2,زبان شیمی,علی پورجوادی,دوشنبه 13 تا 15,,vc.sharif.edu/purjavad
23632,1,2,متون علمی شیمی,رضا کیا,سه‌شنبه 16:30 تا 18:30,,vc.sharif.edu/rkia
23703,1,3,طیف سنجی آلی پیشرفته,علی رضا فتاحی,شنبه 13:30 تا 15، شنبه 15 تا 16:30,,vc.sharif.edu/fattahi
23712,1,3,تحلیل آماری نتایج,هادی پرستار شهری,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/h.parastar
23795,1,3,شیمی کوانتوم پیشرفته,زهرا جمشیدی,یک‌شنبه و سه‌شنبه 15 تا 16:30,,vc.sharif.edu/njamshidi
23801,1,3,کریستالوگرافی (بلورشناسی),رضا کیا,شنبه و دوشنبه 13:30 تا 15,,vc.sharif.edu/rkia
23802,1,3,مکانیزم واکنش‌ها در الکتروشیمی,سعید شاهرخیان دهکردی,یک‌شنبه و سه‌شنبه 9 تا 10:30,,vc.sharif.edu/shahrokhian
23912,1,3,سینتیک شیمیایی پیشرفته,داود طاهری نیاء,شنبه و دوشنبه 9 تا 10:30,,vc.sharif.edu/taherinia
23915,1,3,ترمودینامیک آماری,علی خانلرخانی,شنبه و دوشنبه 10:30 تا 12,,vc.sharif.edu/a.khanlarkhani
23926,1,3,شیمی هتروسیکل,فیروز مطلوبی مقدم,دوشنبه 13:30 تا 15، دوشنبه 15 تا 16:30,,vc.sharif.edu/matloubi
23935,1,3,شیمی تجزیه پیشرفته,سعید شاهرخیان دهکردی، هادی پرستار شهری,یک‌شنبه و چهارشنبه 9 تا 10:30,,vc.sharif.edu/shahrokhian
24001,1,1,آز فیزیک ۱,سهراب راهوارنعمت آباد,شنبه 8 تا 10,مخصوص دانشجویان ورودی . امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24001,2,1,آز فیزیک ۱,سهراب راهوارنعمت آباد,شنبه 10 تا 12,مخصوص دانشجویان ورودی . امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24001,3,1,آز فیزیک ۱,سهراب راهوارنعمت آباد,شنبه 13:30 تا 15:30,"مخصوص دانشجویان ورودی . امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.
حضور استاد",
24001,4,1,آز فیزیک ۱,سهراب راهوارنعمت آباد,شنبه 15:30 تا 17:30,مخصوص دانشجویان ورودی . امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
24001,5,1,آز فیزیک ۱,نیما تقوی نیا,یک‌شنبه 8 تا 10,مخصوص دانشجویان ورودی . امتحان به صورت عملی در محل آزمایشگاه برگزار می گردد.,
